date,watch_time_minutes,views,subscribers,video_thumbnail_impressions,video_thumbnail_impressions_ctr
01-11-16,2806.1839,614,10,0,
02-11-16,3175.4142,720,10,0,
03-11-16,3420.6951,680,11,0,
04-11-16,3297.7038,721,12,0,
05-11-16,2642.3376,608,2,0,
06-11-16,2079.4382,487,16,0,
07-11-16,3045.27,596,10,0,
08-11-16,3587.9829,680,13,0,
09-11-16,3043.4574,703,8,0,
10-11-16,3468.2963,738,10,0,
11-11-16,3254.6613,818,9,0,
12-11-16,2329.2521,499,4,0,
13-11-16,2361.6439,614,6,0,
14-11-16,3750.426,793,6,0,
15-11-16,4333.6161,952,13,0,
16-11-16,4194.1979,1033,9,0,
17-11-16,4367.5539,957,10,0,
18-11-16,4281.6613,850,14,0,
19-11-16,2588.4774,613,6,0,
20-11-16,2977.5367,678,9,0,
21-11-16,3699.6944,906,9,0,
22-11-16,4668.0084,981,7,0,
23-11-16,4663.0922,990,6,0,
24-11-16,4390.0083,932,7,0,
25-11-16,4183.5071,901,4,0,
26-11-16,2250.8455,572,8,0,
27-11-16,3046.9272,699,15,0,
28-11-16,4570.4345,985,7,0,
29-11-16,4586.6647,881,10,0,
30-11-16,5480.222,1005,10,0,
01-12-16,3719.8484,789,8,0,
02-12-16,4326.5483,919,14,0,
03-12-16,1992.5639,507,11,0,
04-12-16,2436.3759,548,7,0,
05-12-16,3592.331,806,9,0,
06-12-16,4880.6135,996,8,0,
07-12-16,4624.5503,908,8,0,
08-12-16,4085.4692,859,9,0,
09-12-16,4077.0938,851,14,0,
10-12-16,2961.1116,661,3,0,
11-12-16,2523.7182,623,10,0,
12-12-16,4737.9901,1043,16,0,
13-12-16,5545.061,1085,13,0,
14-12-16,5383.6546,1187,10,0,
15-12-16,5214.7908,1030,12,0,
16-12-16,4630.5447,977,10,0,
17-12-16,3643.7029,857,12,0,
18-12-16,3232.6467,835,11,0,
19-12-16,5773.6547,1192,8,0,
20-12-16,4556.0796,1038,9,0,
21-12-16,4435.694,998,12,0,
22-12-16,3988.7722,916,9,0,
23-12-16,2904.0389,583,7,0,
24-12-16,2069.8706,470,9,0,
25-12-16,1885.9383,444,2,0,
26-12-16,2435.4165,507,4,0,
27-12-16,3227.0566,702,10,0,
28-12-16,4051.887,879,12,0,
29-12-16,3279.2066,807,8,0,
30-12-16,2960.7425,824,5,0,
31-12-16,1191.1162,319,5,0,
01-01-17,1784.8807,454,6,0,
02-01-17,3724.7688,788,9,0,
03-01-17,3229.5907,742,12,0,
04-01-17,4120.6713,924,9,0,
05-01-17,4351.1041,922,15,0,
06-01-17,4434.7639,911,7,0,
07-01-17,2169.4094,529,11,0,
08-01-17,3050.8246,616,7,0,
09-01-17,4316.6141,970,12,0,
10-01-17,4561.4732,964,16,0,
11-01-17,4584.788,1034,7,0,
12-01-17,4641.5903,959,9,0,
13-01-17,4509.5633,1121,14,0,
14-01-17,2771.4653,718,11,0,
15-01-17,3002.2272,701,11,0,
16-01-17,5606.723,1204,14,0,
17-01-17,4755.5065,1097,12,0,
18-01-17,4996.5833,1165,12,0,
19-01-17,5851.6889,1330,10,0,
20-01-17,3903.8267,900,6,0,
21-01-17,3185.8351,725,8,0,
22-01-17,3292.5824,810,14,0,
23-01-17,4456.1167,1032,9,0,
24-01-17,4319.1172,1065,12,0,
25-01-17,4640.2126,1017,10,0,
26-01-17,4723.954,1187,14,0,
27-01-17,4367.8648,1089,10,0,
28-01-17,2937.8815,786,5,0,
29-01-17,2784.9854,692,5,0,
30-01-17,5018.2737,1323,12,0,
31-01-17,5197.1031,1297,15,0,
01-02-17,5249.4771,1353,15,0,
02-02-17,5038.8229,1288,18,0,
03-02-17,5460.9498,1345,10,0,
04-02-17,3955.3968,959,19,0,
05-02-17,3812.3288,914,5,0,
06-02-17,5887.7707,1510,12,0,
07-02-17,5543.0136,1314,13,0,
08-02-17,7189.8647,1600,19,0,
09-02-17,5485.6226,1277,16,0,
10-02-17,6429.5164,1399,20,0,
11-02-17,4470.1316,1191,12,0,
12-02-17,4853.7927,1023,18,0,
13-02-17,7910.2331,1798,23,0,
14-02-17,6019.4093,1317,12,0,
15-02-17,6046.1329,1454,13,0,
16-02-17,5959.434,1434,17,0,
17-02-17,5653.9034,1506,19,0,
18-02-17,4522.3883,1129,17,0,
19-02-17,4107.5758,968,11,0,
20-02-17,6462.9638,1542,16,0,
21-02-17,7077.2351,1681,16,0,
22-02-17,5682.5622,1385,12,0,
23-02-17,6404.0963,1412,21,0,
24-02-17,6982.7786,1520,21,0,
25-02-17,4278.795,1047,16,0,
26-02-17,4526.3862,1046,13,0,
27-02-17,8254.3652,2011,26,0,
28-02-17,6696.3138,1565,20,0,
01-03-17,5294.1667,1416,9,0,
02-03-17,5322.9792,1287,19,0,
03-03-17,6221.5418,1525,14,0,
04-03-17,4039.924,926,16,0,
05-03-17,4785.6521,1057,9,0,
06-03-17,6396.3516,1500,13,0,
07-03-17,6070.2921,1519,23,0,
08-03-17,7041.7299,1723,12,0,
09-03-17,6605.8578,1590,14,0,
10-03-17,5682.6093,1483,12,0,
11-03-17,4407.0248,1063,8,0,
12-03-17,3918.0819,905,6,0,
13-03-17,5739.9622,1627,16,0,
14-03-17,5425.9356,1433,13,0,
15-03-17,5800.536,1692,17,0,
16-03-17,5084.3363,1452,14,0,
17-03-17,5434.552,1311,12,0,
18-03-17,3912.2925,1056,10,0,
19-03-17,3995.6266,1045,13,0,
20-03-17,8723.4516,1775,22,0,
21-03-17,6489.2183,1474,14,0,
22-03-17,7801.3044,1894,21,0,
23-03-17,5980.1798,1542,19,0,
24-03-17,6429.129,1533,14,0,
25-03-17,3317.4091,879,12,0,
26-03-17,4225.5415,1004,7,0,
27-03-17,6483.3344,1577,13,0,
28-03-17,6065.9453,1492,20,0,
29-03-17,6797.1024,1613,13,0,
30-03-17,6203.6652,1554,12,0,
31-03-17,5269.5533,1300,16,0,
01-04-17,3454.1766,917,11,0,
02-04-17,3773.2958,911,8,0,
03-04-17,5957.9744,1652,17,0,
04-04-17,6097.2314,1460,13,0,
05-04-17,6625.9022,1512,8,0,
06-04-17,6539.6203,1715,14,0,
07-04-17,7060.6123,1609,15,0,
08-04-17,3893.4754,874,12,0,
09-04-17,3990.275,894,10,0,
10-04-17,5945.4573,1493,18,0,
11-04-17,6141.209,1507,12,0,
12-04-17,6139.0347,1568,12,0,
13-04-17,5106.518,1265,14,0,
14-04-17,3503.0948,1068,10,0,
15-04-17,2506.6984,665,12,0,
16-04-17,3003.6194,748,9,0,
17-04-17,4452.9635,1105,13,0,
18-04-17,5302.6319,1216,20,0,
19-04-17,7697.0346,1990,21,0,
20-04-17,7679.4836,1849,22,0,
21-04-17,6790.329,1744,17,0,
22-04-17,3917.4541,1054,14,0,
23-04-17,4485.0608,1207,10,0,
24-04-17,7375.9656,1813,15,0,
25-04-17,6721.1277,1798,23,0,
26-04-17,7539.9795,2013,26,0,
27-04-17,6308.2582,1672,12,0,
28-04-17,6076.1004,1597,10,0,
29-04-17,3966.6735,1063,15,0,
30-04-17,4048.1799,1046,6,0,
01-05-17,5975.99,1558,8,0,
02-05-17,5570.9527,1438,11,0,
03-05-17,6630.2077,1789,18,0,
04-05-17,6830.4099,1553,20,0,
05-05-17,6587.5803,1588,12,0,
06-05-17,3401.9134,902,14,0,
07-05-17,4068.723,1158,17,0,
08-05-17,6291.5941,1651,19,0,
09-05-17,6474.1756,1692,20,0,
10-05-17,7273.2603,2116,13,0,
11-05-17,6265.5571,1947,11,0,
12-05-17,7193.3048,1960,30,0,
13-05-17,4837.9323,1236,12,0,
14-05-17,4498.0055,1280,20,0,
15-05-17,7756.0143,2013,12,0,
16-05-17,7149.3759,1727,20,0,
17-05-17,11278.0231,2321,22,0,
18-05-17,8461.8378,2152,27,0,
19-05-17,8443.3448,2081,25,0,
20-05-17,4560.1737,1117,11,0,
21-05-17,4943.0177,1240,15,0,
22-05-17,8610.7766,2301,19,0,
23-05-17,7673.6621,1943,23,0,
24-05-17,8513.2577,2054,23,0,
25-05-17,6550.2627,1629,18,0,
26-05-17,7655.208,1750,23,0,
27-05-17,4584.2542,1073,21,0,
28-05-17,4203.2485,1020,11,0,
29-05-17,6206.351,1690,19,0,
30-05-17,7584.897,2032,13,0,
31-05-17,8911.7619,2226,14,0,
01-06-17,6859.0289,1776,25,0,
02-06-17,7782.1757,1760,26,0,
03-06-17,4568.4332,1094,11,0,
04-06-17,4293.987,1108,8,0,
05-06-17,7335.8482,1874,26,0,
06-06-17,6724.5728,1753,11,0,
07-06-17,7156.5786,1785,14,0,
08-06-17,7425.9197,1879,22,0,
09-06-17,7934.3059,1846,7,0,
10-06-17,7410.8013,1681,35,0,
11-06-17,6181.5432,1595,17,0,
12-06-17,9029.1112,2301,17,0,
13-06-17,6595.7015,1839,14,0,
14-06-17,8053.7873,2022,21,0,
15-06-17,7175.5102,1837,20,0,
16-06-17,7098.1134,1755,18,0,
17-06-17,5767.2713,1488,6,0,
18-06-17,5526.7921,1377,14,0,
19-06-17,7541.7113,2098,26,0,
20-06-17,6826.497,1882,14,0,
21-06-17,8150.7674,2105,17,0,
22-06-17,6576.9384,1768,19,0,
23-06-17,6287.213,1970,19,0,
24-06-17,4179.8387,1093,13,0,
25-06-17,4095.3683,1037,12,0,
26-06-17,7218.052,1923,8,0,
27-06-17,6067.0587,1705,8,0,
28-06-17,7039.3513,1844,13,0,
29-06-17,5290.7526,1497,19,0,
30-06-17,6770.5611,1657,18,0,
01-07-17,6391.4279,1527,26,0,
02-07-17,4268.9303,1094,20,0,
03-07-17,7624.6939,1842,23,0,
04-07-17,5437.3277,1524,11,0,
05-07-17,7448.6262,2012,24,0,
06-07-17,7289.8439,1922,22,0,
07-07-17,7860.9698,1943,18,0,
08-07-17,3876.4448,969,12,0,
09-07-17,5201.5498,1232,10,0,
10-07-17,7508.3854,2069,18,0,
11-07-17,6624.0192,1896,20,0,
12-07-17,7516.5158,2048,9,0,
13-07-17,6848.1714,1781,16,0,
14-07-17,7275.412,1735,12,0,
15-07-17,4694.2556,1065,7,0,
16-07-17,4031.468,1079,12,0,
17-07-17,7200.1343,2081,12,0,
18-07-17,7764.3944,2086,23,0,
19-07-17,7786.3595,2131,15,0,
20-07-17,6975.7225,1870,16,0,
21-07-17,5652.2333,1465,10,0,
22-07-17,3316.6677,958,20,0,
23-07-17,4437.8438,1256,13,0,
24-07-17,7580.9054,2183,18,0,
25-07-17,6898.0327,1862,18,0,
26-07-17,6704.4128,2014,23,0,
27-07-17,7496.46,1938,18,0,
28-07-17,6126.3685,1610,14,0,
29-07-17,3424.2709,930,8,0,
30-07-17,4002.5571,1083,10,0,
31-07-17,6727.6344,1758,16,0,
01-08-17,6834.9736,1806,11,0,
02-08-17,7022.3337,1659,9,0,
03-08-17,6793.1367,1661,11,0,
04-08-17,5402.2428,1483,14,0,
05-08-17,3402.2547,948,14,0,
06-08-17,3919.4945,968,9,0,
07-08-17,6079.504,1603,13,0,
08-08-17,6587.6093,1850,15,0,
09-08-17,6334.2457,1683,15,0,
10-08-17,5923.8631,1729,20,0,
11-08-17,5197.4491,1408,12,0,
12-08-17,3583.6599,919,11,0,
13-08-17,3600.658,1034,11,0,
14-08-17,6306.6181,1769,11,0,
15-08-17,7156.7119,1855,9,0,
16-08-17,9576.45,2213,14,0,
17-08-17,7126.2348,1868,17,0,
18-08-17,7980.777,1957,15,0,
19-08-17,4974.8598,1240,10,0,
20-08-17,4744.3032,1196,12,0,
21-08-17,7608.054,1924,19,0,
22-08-17,7418.7743,1952,21,0,
23-08-17,7397.3641,1992,17,0,
24-08-17,6931.5223,1838,17,0,
25-08-17,6883.8473,1812,25,0,
26-08-17,4295.5043,1087,12,0,
27-08-17,4147.1615,1136,3,0,
28-08-17,8015.349,1905,14,0,
29-08-17,8180.7915,1991,30,0,
30-08-17,7792.2701,2055,17,0,
31-08-17,6434.5675,1689,15,0,
01-09-17,6653.4193,1897,15,0,
02-09-17,4386.0364,1089,12,0,
03-09-17,3918.8494,964,16,0,
04-09-17,7190.1309,1813,19,0,
05-09-17,6202.9359,1691,11,0,
06-09-17,7517.8457,2118,19,0,
07-09-17,7179.2061,1935,11,0,
08-09-17,8056.6484,2207,19,0,
09-09-17,4011.5328,1107,7,0,
10-09-17,4705.9408,1268,22,0,
11-09-17,7260.9171,2002,16,0,
12-09-17,7135.9766,1962,13,0,
13-09-17,9478.5871,2377,14,0,
14-09-17,8512.3614,2220,22,0,
15-09-17,7103.566,1913,12,0,
16-09-17,4013.15,1119,8,0,
17-09-17,4662.3707,1259,12,0,
18-09-17,8172.3251,2281,20,0,
19-09-17,8171.2161,2144,24,0,
20-09-17,8528.0934,2165,27,0,
21-09-17,8769.1511,2208,16,0,
22-09-17,8646.9408,2155,15,0,
23-09-17,4904.0378,1213,12,0,
24-09-17,4665.9684,1172,14,0,
25-09-17,7636.2509,1798,13,0,
26-09-17,8779.1104,2249,20,0,
27-09-17,7334.782,2010,21,0,
28-09-17,7711.1848,1994,19,0,
29-09-17,7789.8912,1981,23,0,
30-09-17,4353.0128,1217,8,0,
01-10-17,4536.9535,1266,11,0,
02-10-17,8840.9386,2311,23,0,
03-10-17,7700.8989,2131,18,0,
04-10-17,9584.9447,2319,23,0,
05-10-17,7914.3463,2033,19,0,
06-10-17,9153.0091,2130,19,0,
07-10-17,5251.6009,1295,3,0,
08-10-17,5066.4311,1307,17,0,
09-10-17,7898.7932,1985,14,0,
10-10-17,6862.404,1912,12,0,
11-10-17,8980.387,2382,15,0,
12-10-17,7864.5656,2060,16,0,
13-10-17,8537.7923,2180,13,0,
14-10-17,5745.4414,1328,13,0,
15-10-17,5142.097,1256,19,0,
16-10-17,8616.2659,2344,26,0,
17-10-17,6763.6732,2054,20,0,
18-10-17,8073.5974,2222,20,0,
19-10-17,7540.9236,1995,20,0,
20-10-17,9500.1449,2260,24,0,
21-10-17,5007.8635,1187,12,0,
22-10-17,5539.6313,1406,8,0,
23-10-17,7846.5889,2015,12,0,
24-10-17,7816.811,2090,16,0,
25-10-17,7525.2268,2098,16,0,
26-10-17,8534.9492,2409,25,0,
27-10-17,5790.5109,1566,19,0,
28-10-17,4349.4828,1104,9,0,
29-10-17,5581.6289,1420,19,0,
30-10-17,8554.4864,2284,11,0,
31-10-17,8749.5872,2259,18,0,
01-11-17,8554.0606,2105,17,0,
02-11-17,9023.3451,2322,14,0,
03-11-17,8463.5478,2320,10,0,
04-11-17,5512.5508,1439,15,0,
05-11-17,5807.6741,1507,13,0,
06-11-17,8760.801,2461,11,0,
07-11-17,9721.9365,2575,16,0,
08-11-17,8051.3566,2196,21,0,
09-11-17,8283.2714,2243,21,0,
10-11-17,8240.2387,2287,22,0,
11-11-17,5072.3534,1358,12,0,
12-11-17,6146.1243,1636,14,0,
13-11-17,8946.4599,2477,20,0,
14-11-17,9297.1219,2434,20,0,
15-11-17,9347.0248,2512,24,0,
16-11-17,9700.1222,2578,25,0,
17-11-17,8000.7785,2440,17,0,
18-11-17,4615.0416,1270,11,0,
19-11-17,5435.0836,1539,9,0,
20-11-17,8765.2017,2465,17,0,
21-11-17,8412.5801,2280,22,0,
22-11-17,10461.9354,2634,16,0,
23-11-17,8635.7349,2179,15,0,
24-11-17,8522.6884,2224,16,0,
25-11-17,6734.7692,1539,7,0,
26-11-17,5923.2983,1559,7,0,
27-11-17,8077.8557,2386,14,0,
28-11-17,8284.4414,2269,23,0,
29-11-17,10560.7397,2568,15,0,
30-11-17,9711.1182,2338,25,0,
01-12-17,8019.2306,1997,12,0,
02-12-17,5394.1222,1403,8,0,
03-12-17,5651.1682,1575,16,0,
04-12-17,9196.3942,2297,14,0,
05-12-17,8668.8604,2314,19,0,
06-12-17,8842.0946,2312,24,0,
07-12-17,8969.9125,2395,23,0,
08-12-17,8021.3569,2124,14,0,
09-12-17,5502.3957,1387,20,0,
10-12-17,5645.3278,1517,15,0,
11-12-17,9490.9445,2409,22,0,
12-12-17,9612.8227,2506,19,0,
13-12-17,8579.7106,2243,16,0,
14-12-17,8516.7972,2180,21,0,
15-12-17,6776.6883,1795,14,0,
16-12-17,4893.5481,1213,9,0,
17-12-17,4972.6836,1309,17,0,
18-12-17,9423.8838,2386,16,0,
19-12-17,8214.5652,2295,9,0,
20-12-17,9826.1331,2561,20,0,
21-12-17,7509.2225,2161,23,0,
22-12-17,7979.8138,1967,7,0,
23-12-17,4957.2275,1198,10,0,
24-12-17,4748.1779,1223,11,0,
25-12-17,4945.2356,1375,10,0,
26-12-17,5995.7253,1608,19,0,
27-12-17,6787.2848,1768,20,0,
28-12-17,7348.2725,1907,11,0,
29-12-17,5478,1561,15,0,
30-12-17,4442.0502,1030,13,0,
31-12-17,3272.411,835,11,0,
01-01-18,4521.9851,1153,11,14324,4.4261
02-01-18,8238.2143,2043,18,20258,4.7833
03-01-18,7100.0703,1929,16,19383,4.5297
04-01-18,8330.24,2119,14,19104,4.7739
05-01-18,6943.3336,1812,20,16984,4.9046
06-01-18,3906.376,1151,7,13303,4.3073
07-01-18,4683.7787,1287,15,13050,4.6513
08-01-18,8858.4337,2441,16,22257,4.457
09-01-18,8126.3535,2337,20,21729,4.6528
10-01-18,10266.1987,2994,20,27755,4.6118
11-01-18,9352.4264,2519,26,22831,4.8093
12-01-18,8550.4041,2252,17,23715,4.4149
13-01-18,4751.4968,1357,13,15979,4.3369
14-01-18,6945.2671,1614,11,15644,4.8709
15-01-18,8770.7579,2509,27,22416,4.702
16-01-18,8924.2509,2407,26,23652,4.6719
17-01-18,11902.4059,3099,30,29619,4.855
18-01-18,9407.7882,2523,26,23806,4.7215
19-01-18,7182.092,2150,19,23643,4.754
20-01-18,5385.9851,1401,20,18794,4.0332
21-01-18,5200.9033,1354,13,15949,3.9501
22-01-18,10881.6825,3219,25,29516,4.7906
23-01-18,10837.3432,3175,30,28818,4.8234
24-01-18,10830.2586,2798,20,27642,4.2978
25-01-18,8491.8211,2368,24,22381,4.9328
26-01-18,10069.3355,2661,19,27086,4.9177
27-01-18,6473.2763,1639,13,18264,4.6047
28-01-18,6810.3902,1664,17,19247,4.5617
29-01-18,14582.4475,3177,30,27580,4.9166
30-01-18,10409.7302,2680,24,26292,4.644
31-01-18,11061.7515,2973,35,27715,4.8025
01-02-18,10554.2447,2867,22,25028,5.33
02-02-18,11703.7807,2960,27,27802,4.9601
03-02-18,6234.8421,1848,12,21154,4.8029
04-02-18,8173.8318,2213,5,23513,4.0361
05-02-18,11736.6248,3197,17,29280,4.638
06-02-18,10954.6425,3001,19,25435,5.1268
07-02-18,13441.3337,3476,19,31675,4.985
08-02-18,11309.3026,2977,25,28815,4.6712
09-02-18,9588.2225,2675,21,26373,4.3719
10-02-18,6093.0981,1911,16,18962,5.1841
11-02-18,7074.4372,1886,21,20547,4.5359
12-02-18,11194.3435,3048,27,28636,4.5502
13-02-18,10608.4274,2718,15,23679,4.8693
14-02-18,11021.9473,3165,20,30324,4.8246
15-02-18,11658.8525,3024,23,26239,5.3241
16-02-18,9351.6014,2698,23,23829,4.7169
17-02-18,6451.2487,1725,19,18205,4.9876
18-02-18,10590.1421,2546,25,26549,4.8853
19-02-18,12110.755,3148,28,29582,4.7056
20-02-18,11904.0793,3266,21,31870,4.7568
21-02-18,11736.0517,3340,32,29238,4.7678
22-02-18,11349.0185,3099,18,29726,4.9553
23-02-18,11610.9598,2999,27,27246,4.9035
24-02-18,8649.7288,2108,24,21483,5.1529
25-02-18,7815.1872,2112,11,22990,4.7673
26-02-18,11323.1784,3111,25,26529,4.8098
27-02-18,12058.1692,3277,24,30022,4.7765
28-02-18,11931.1622,3267,19,27647,4.6985
01-03-18,10975.478,2830,16,26031,4.6906
02-03-18,10021.8506,2856,16,25279,4.6758
03-03-18,7310.3832,2031,12,20481,4.9021
04-03-18,7488.5601,2080,21,21640,4.9492
05-03-18,11279.8688,3052,22,26605,5.2058
06-03-18,11222.905,3104,26,25944,5.3076
07-03-18,12219.4586,3484,23,28655,4.8648
08-03-18,10997.3473,3044,24,27333,4.8988
09-03-18,11377.8694,3092,24,26724,4.6138
10-03-18,7132.1476,2126,20,20582,4.9752
11-03-18,6639.4966,1909,20,19830,4.6092
12-03-18,12028.9071,3549,35,30402,4.8122
13-03-18,11675.4541,3198,29,30685,4.5071
14-03-18,13118.2245,3738,24,31417,4.8636
15-03-18,13439.6197,3609,33,31161,4.5506
16-03-18,11598.6696,3068,26,30819,4.0462
17-03-18,6275.497,1739,19,22539,3.891
18-03-18,7740.4802,2188,17,23199,4.8407
19-03-18,14871.4464,3777,24,35743,4.7646
20-03-18,14905.9029,3801,29,33399,4.9103
21-03-18,15152.0513,3942,21,34795,4.9576
22-03-18,13414.8175,3499,32,34328,4.6085
23-03-18,12609.9781,3379,32,30877,4.7511
24-03-18,7650.0187,2010,22,24038,4.1601
25-03-18,8956.2249,2247,25,25481,4.521
26-03-18,14830.9662,4085,44,36438,5.1018
27-03-18,13915.0973,3722,32,32531,4.8108
28-03-18,12076.4375,3333,26,30641,4.7192
29-03-18,11990.385,3478,17,32835,4.9185
30-03-18,9634.4202,2660,20,27416,4.698
31-03-18,6734.7622,1912,24,21208,4.6068
01-04-18,7993.6755,2216,21,23247,5.2781
02-04-18,11911.9569,3269,28,28873,5.0566
03-04-18,12266.8236,3426,34,30879,4.9548
04-04-18,13742.2692,3685,28,35783,4.8906
05-04-18,12211.8924,3551,30,34809,4.8177
06-04-18,11843.9265,3047,17,28435,4.1779
07-04-18,6019.8728,1513,16,17116,4.2358
08-04-18,7045.3162,1886,24,20584,4.5958
09-04-18,11301.6511,3251,27,27410,4.4874
10-04-18,12018.6122,3280,27,32301,4.554
11-04-18,16202.4346,4135,27,36181,4.7262
12-04-18,14522.3304,3855,38,36838,4.6311
13-04-18,14344.6026,3656,38,34093,4.6021
14-04-18,9191.6114,2256,19,26230,4.4453
15-04-18,9477.7561,2490,16,26154,4.9514
16-04-18,14947.0026,3924,25,36189,4.6008
17-04-18,15220.8497,3959,22,35953,4.6116
18-04-18,15761.823,4169,37,38191,4.3885
19-04-18,14596.8021,3796,27,34877,4.4815
20-04-18,16554.7506,3967,34,37508,4.6337
21-04-18,8754.2757,2267,11,24335,4.4298
22-04-18,10831.0207,2523,24,26694,4.619
23-04-18,16643.445,4692,31,42044,4.5952
24-04-18,13597.0071,3883,24,38969,4.4523
25-04-18,16506.2034,4330,37,39247,4.5175
26-04-18,15046.9796,4330,26,40408,4.6426
27-04-18,14149.1847,3854,25,39959,4.2969
28-04-18,7461.5337,1939,18,21867,4.1615
29-04-18,8629.6758,2414,23,26808,4.6106
30-04-18,14095.58,3743,32,38627,4.3726
